0,0
1,1040219072
2,0
3,1059914880
4,1060551392
5,1055554176
6,1062181056
7,1062305184
8,1061850912
9,1061784864
10,1061320000
11,1061478496
12,1061489056
13,1061290944
14,1060915904
15,1061061184
16,1060453696
17,1060546112
18,1061573568
19,1061351712
20,1061401888
21,1061349056
22,1039056896
23,1021719552
24,1013690368
25,1007625984
26,1021740800
27,1013542400
28,1012528128
29,1015782144
30,1025269504
31,1016247040
32,1015782144
33,1015760896
34,1012823808
35,1019522048
36,1012591616
37,1008492288
38,1012084480
39,1063052672
40,1063860896
41,1063192672
42,1062585184
43,1063232288
44,1063528096
45,1068255936
46,1065157760
47,1064375936
48,1060247648
49,1059899008
50,1062091264
51,1061248704
52,1060849856
53,1061032128
54,1060939680
55,1073033952
56,1071406944
57,1061713568
58,1065403392
59,1065329440
60,1065495840
61,1065516960
62,1065332064
63,1065585632
64,1066039936
65,1066016160
66,1066864000
67,1066364800
68,1060329536
69,1060421984
70,1060458976
71,1063945408
72,1064653280
73,1064729856
74,1065149824
75,1065094368
76,1065192096
77,1065202656
78,1065479968
79,1065746752
80,1065284512
81,1064790624
82,1063971840
83,1064383872
84,1064687616
85,1059056448
86,1063860896
87,1073559552
88,1073197696
89,1023980672
90,1068665312
91,1069423360
92,1069156608
93,1069729760
94,1066298752
95,1066734560
96,1066808512
97,1067410720
98,1068166144
99,1068366848
100,1068633632
101,1068564960
102,1069663712
103,1069782560
104,1070205184
105,1070028224
106,1068913600
107,1068937376
108,1068815872
109,1068491008
110,1068435520
111,1068504224
112,1068792096
113,1068868704
114,1068456672
115,1068390624
116,1068660032
117,1068765696
118,1069880288
119,1068388000
120,1069035104
121,1069167168
122,1071364672
123,1071536352
124,1064547616
125,1064624224
126,1059753760
127,1073741792
128,1073646720
129,1066985504
130,1067431872
131,1067281312
132,1068451392
133,1071034528
134,1070802080
135,1071000192
136,1072447584
137,1069560704
138,1070007072
139,1067540160
140,1067368480
141,1069315072
142,1070514208
143,1067870304
144,1066512704
145,1071010752
146,1069542208
147,1069188288
148,1063300960
149,1066879840
150,1066644768
151,1045427584
152,1047324032
153,1058855712
154,1026241536
155,1024001792
156,1023283200
157,1026516224
